"Story","Title","Result","Date","Stability","Duration (s)"
"Dashboard","Validate Total Appointments On Dashboard Page Scenario","SUCCESS","2022-07-19T14:01:03.905799+07:00[Asia/Bangkok]","0.0","8.1"
